Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Van Maanen","Moon",46.42,36.03,128.18,"Planetographic  +East  -180 - 180","Approved","1970","Adriaan; Dutch-American astronomer (1884-1946).",
"van Rhijn","Moon",46.16,52.47,146.37,"Planetographic  +East  -180 - 180","Approved","1970","Pieter Johannes; Dutch astronomer (1886-1960).",
"van't Hoff","Moon",107.3,61.75,-132.68,"Planetographic  +East  -180 - 180","Approved","1970","Jacobus Hendricus; Dutch chemist; Nobel laureate (1852-1911).",
"Van Vleck","Moon",33.48,-1.77,78.2,"Planetographic  +East  -180 - 180","Approved","1976","John Monroe; American astronomer, mathematician (1833-1912).",
"Van Wijk","Moon",31.06,-62.5,119.06,"Planetographic  +East  -180 - 180","Approved","1970","Uco; Dutch-American astronomer (1924-1966).",
"Vasco da Gama","Moon",93.52,13.78,-83.94,"Planetographic  +East  -180 - 180","Approved","1935","Portuguese navigator, explorer (c. 1460-1524).",
"Vashakidze","Moon",44.99,43.65,93.01,"Planetographic  +East  -180 - 180","Approved","1970","Mikheil Alekandres; Soviet astronomer (1909-1956).",
"Vasya","Moon",0.1,38.2,-34.98,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Russian diminutive form of male name Vasily of Greek origin (Lunokhod-1 landing site feature).",
"Vavilov","Moon",98.22,-0.87,-138.77,"Planetographic  +East  -180 - 180","Approved","1970","Nikolai Ivanovich; Soviet botanist (1887-1943); Sergei Ivanovich; Soviet physicist (optics) (1891-1951).",
"Vega","Moon",73.51,-45.41,63.27,"Planetographic  +East  -180 - 180","Approved","1935","Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vendelinus","Moon",141.21,-16.46,61.55,"Planetographic  +East  -180 - 180","Approved","1935","Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vening Meinesz","Moon",88.69,-0.1,162.51,"Planetographic  +East  -180 - 180","Approved","1970","Felix Andries; Dutch geophysicist, geodesist (1887-1966).",
"Ventris","Moon",100.74,-4.77,157.97,"Planetographic  +East  -180 - 180","Approved","1970","Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Vera","Moon",2.27,26.33,-43.71,"Planetographic  +East  -180 - 180","Approved","1976","Latin female name. ",
"[Vergil]","Moon",0,-26.3,133,"Planetographic  +East  -180 - 180","Not Approved"," ","Roman epic poet (70-19 B.C.).",
"Vernadskiy","Moon",91.97,23.11,130.43,"Planetographic  +East  -180 - 180","Approved","1970","Vladimir Ivanovich; Soviet mineralogist (1863-1945). ",
"Verne","Moon",1.54,24.95,-25.38,"Planetographic  +East  -180 - 180","Approved","1976","Latin male name.",
"Vertregt","Moon",172.76,-19.3,171.12,"Planetographic  +East  -180 - 180","Approved","1979","Marinus; Dutch chemist (1897-1973).",
"Very","Moon",4.65,25.62,25.35,"Planetographic  +East  -180 - 180","Approved","1973","Frank Washington; American astronomer (1852-1927).",
"Vesalius","Moon",64.65,-3.23,114.79,"Planetographic  +East  -180 - 180","Approved","1970","Andreas; Belgian doctor (1514-1564).",
"Vestine","Moon",97.81,33.87,93.68,"Planetographic  +East  -180 - 180","Approved","1970","Ernest Harry; American geophysicist (1906-1968).",
"Vetchinkin","Moon",94.29,9.77,131.08,"Planetographic  +East  -180 - 180","Approved","1970","Vladimir Petrovich; Soviet physicist, engineer (1888-1950).",
"Vieta","Moon",87.16,-29.31,-56.53,"Planetographic  +East  -180 - 180","Approved","1935","Francois; French mathematician (1540-1603).",
"Vil'ev","Moon",45.83,-5.76,144.39,"Planetographic  +East  -180 - 180","Approved","1970","Mikhail; Russian astronomer (1893-1919).",
"[Vinogradov]","Moon",11.32,19.96,-31.18,"Planetographic  +East  -180 - 180","Dropped","1991","I.M.; Soviet mathematician (1891-1983). Same crater as Natasha.",
"Virchow","Moon",18.83,9.88,83.77,"Planetographic  +East  -180 - 180","Approved","1979","Rudolph Ludwig Karl; German doctor, pathologist (1821-1902).",
"Virtanen","Moon",39.65,15.64,176.74,"Planetographic  +East  -180 - 180","Approved","1979","Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).",
"Vitello","Moon",42.51,-30.42,-37.55,"Planetographic  +East  -180 - 180","Approved","1935","Witelo, Erazmus Ciokek; Polish physicist, mathematician (1210-1285).",
"Vitruvius","Moon",30.94,17.66,31.28,"Planetographic  +East  -180 - 180","Approved","1935","Vitruvius Pollio, Marcus; Roman engineer, architect (unkn-fl. c. 25 B.C.).",
"Vitya","Moon",0.13,38.27,-35.03,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Latin male name Victor in Russian diminutive form (Lunokhod-1 landing site feature).",
"Viviani","Moon",26.94,5.16,117.15,"Planetographic  +East  -180 - 180","Approved","1976","Vincenzo; Italian physicist, mathematician (1622-1703).",
"Vlacq","Moon",89.21,-53.39,38.69,"Planetographic  +East  -180 - 180","Approved","1935","Adriaan; Dutch mathematician (c. 1600-1667).",
"Vogel","Moon",26.3,-15.11,5.83,"Planetographic  +East  -180 - 180","Approved","1935","Hermann Carl; German astronomer (1841-1907).",
"Volkov","Moon",40.84,-13.62,131.67,"Planetographic  +East  -180 - 180","Approved","1973","Vladislav Nikolayevich; Soviet engineer, cosmonaut (1935-1971).",
"Volta","Moon",117.15,53.9,-84.77,"Planetographic  +East  -180 - 180","Approved","1964","Count Allessandro Guiseppe Antonio Anastasio; Italian physicist (1745-1827).",
"[Voltaire]","Moon",0,-11.9,100.3,"Planetographic  +East  -180 - 180","Not Approved","1984","Francois; French philosopher (1694-1778).",
"Volterra","Moon",55.1,56.55,131.64,"Planetographic  +East  -180 - 180","Approved","1970","Vito; Italian mathematician, physicist (1860-1940).",
"von Baeyer","Moon",13.46,-81.8,61.87,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Adolf Johann Friedrich Wilhelm; German chemist, Nobel Prize winner 1905 (1835-1917).",
"von Behring","Moon",37.65,-7.75,71.72,"Planetographic  +East  -180 - 180","Approved","1979","Emil Adolf; German bacteriologist; Nobel laureate (1854-1917).",
"von Békésy","Moon",96.25,51.92,126.73,"Planetographic  +East  -180 - 180","Approved","1979","Georg; Hungarian otological physicist; Nobel laureate (1899-1972).",
"von Braun","Moon",61.83,41.04,-78.08,"Planetographic  +East  -180 - 180","Approved","1994","Wernher, German-American rocket pioneer (1912-1977). ",
"Von der Pahlen","Moon",53.89,-24.84,-133.01,"Planetographic  +East  -180 - 180","Approved","1970","Emanuel; German astronomer (1882-1952).",
"Von Kármán","Moon",186.35,-44.45,176.25,"Planetographic  +East  -180 - 180","Approved","1970","Theodore; Hungarian-American aeronautical scientist (1881-1963).",
"Von Neumann","Moon",74.83,40.28,153.25,"Planetographic  +East  -180 - 180","Approved","1970","John; American mathematician (1903-1957).",
"Von Zeipel","Moon",83.41,42.19,-141.93,"Planetographic  +East  -180 - 180","Approved","1970","Edvard Hugo; Swedish astronomer (1873-1959).",
"Voskresenskiy","Moon",49.37,27.91,-88.12,"Planetographic  +East  -180 - 180","Approved","1970","Leonid A.; Soviet rocketry scientist (1913-1965).",
"Walker","Moon",32.94,-25.82,-161.92,"Planetographic  +East  -180 - 180","Approved","1970","Joseph Albert; American test pilot (1921-1966).",
"Wallace","Moon",25.71,20.26,-8.75,"Planetographic  +East  -180 - 180","Approved","1935","Alfred Russel; British natural historian (1823-1913).",
"Wallach","Moon",5.74,4.89,32.27,"Planetographic  +East  -180 - 180","Approved","1979","Otto; German chemist; Nobel laureate (1847-1931).",
"Walter","Moon",1.26,28.04,-33.81,"Planetographic  +East  -180 - 180","Approved","1979","German male name.",
"Walther","Moon",134.23,-33.25,0.62,"Planetographic  +East  -180 - 180","Approved","1935","Bernard; German astronomer (1430-1504). (Spelling changed from Walter.)",
"Wan-Hoo (Van-Gu)","Moon",53.28,-9.96,-138.91,"Planetographic  +East  -180 - 180","Approved","1970","Legendary Chinese inventor.",
"Wapowski","Moon",11.45,-83.08,53.79,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Bernard; Polish cartographer, the ""Father of Polish Cartography"" (1450-1535).",
"Wargentin","Moon",84.69,-49.53,-60.44,"Planetographic  +East  -180 - 180","Approved","1935","Pehr Wilhelm; Swedish astronomer (1717-1783).",
"Wargo","Moon",13.9,27.68,-148.62,"Planetographic  +East  -180 - 180","Approved","Jul 25, 2017","Michael J.; American planetary scientist (1951 – 2013).",
"Warner","Moon",34.51,-3.98,87.35,"Planetographic  +East  -180 - 180","Approved","1976","Worcester Reed; American inventor (1846-1929).",
"Waterman","Moon",74.91,-25.7,128.18,"Planetographic  +East  -180 - 180","Approved","1970","Alan Tower; American physicist (1892-1967).",
"Watson","Moon",59.43,-62.59,-124.05,"Planetographic  +East  -180 - 180","Approved","1970","James Craig; American astronomer (1838-1880).",
"Watt","Moon",66.54,-49.6,48.48,"Planetographic  +East  -180 - 180","Approved","1935","James; Scottish inventor (1736-1819).",
"Watts","Moon",15.55,8.84,46.31,"Planetographic  +East  -180 - 180","Approved","1973","Chester Burleigh; American astronomer (1889-1971).",
"W. Bond","Moon",170.53,65.41,3.52,"Planetographic  +East  -180 - 180","Approved","1935","William Cranch; American astronomer (1789-1859).",
"Webb","Moon",21.41,-0.98,60,"Planetographic  +East  -180 - 180","Approved","1935","Thomas William; British astronomer (1806-1885).",
"Weber","Moon",43.95,50.06,-123.79,"Planetographic  +East  -180 - 180","Approved","1970","Wilhelm Eduard; German physicist (1804-1891).",
"Wegener","Moon",95.78,45.21,-113.81,"Planetographic  +East  -180 - 180","Approved","1970","Alfred Lothar; German geophysicist, meteorologist (1880-1930).",
"Weierstrass","Moon",31.32,-1.26,77.15,"Planetographic  +East  -180 - 180","Approved","1976","Karl; German mathematician (1815-1897).",
"Weigel","Moon",34.85,-58.39,-39.34,"Planetographic  +East  -180 - 180","Approved","1935","Erhard; German mathematician (1625-1699).",
"Weinek","Moon",32.01,-27.57,37.06,"Planetographic  +East  -180 - 180","Approved","1935","Ladislaus; Czechoslovakian astronomer (1848-1913).",
"Weiss","Moon",66.56,-31.76,-19.59,"Planetographic  +East  -180 - 180","Approved","1935","Edmund; German astronomer, mathematician, physicist (1837-1917).",
"Werner","Moon",70.59,-28.03,3.29,"Planetographic  +East  -180 - 180","Approved","1935","Johann; German mathematician (1468-1528).",
"Wexler","Moon",52.44,-68.88,90.71,"Planetographic  +East  -180 - 180","Approved","1970","Harry; American meteorologist (1911-1962).",
"Weyl","Moon",122.82,15.97,-120.53,"Planetographic  +East  -180 - 180","Approved","1970","Hermann; German-American mathematician (1885-1955).",
"Whewell","Moon",13.05,4.16,13.73,"Planetographic  +East  -180 - 180","Approved","1935","William; British philosopher (1794-1866).",
"Whipple","Moon",14.53,89.14,120.02,"Planetographic  +East  -180 - 180","Approved","Apr 17, 2009","Fred Lawrence; American astronomer (1906-2004).  ",
"White","Moon",42.34,-44.8,-159.04,"Planetographic  +East  -180 - 180","Approved","1970","Edward Higgins II; American astronaut (1930-1967).",
"Wichmann","Moon",9.77,-7.54,-38.13,"Planetographic  +East  -180 - 180","Approved","1935","Moritz Ludwig Georg; German astronomer (1821-1859).",
"Widmannstätten","Moon",52.88,-6.09,85.43,"Planetographic  +East  -180 - 180","Approved","1973","Aloys Joseph Beck Edler von; German physicist (1754-1849). (Spelling changed from Widmanstätten.)",
"Wiechert","Moon",40.82,-84.03,164.7,"Planetographic  +East  -180 - 180","Approved","1970","Emil Johann; German geophysicist (1861-1928).",
"Wiener","Moon",113.39,40.9,146.51,"Planetographic  +East  -180 - 180","Approved","1970","Norbert; American mathematician (1894-1964).",
"Wildt","Moon",12.31,9.02,75.83,"Planetographic  +East  -180 - 180","Approved","1979","Rupert; German-American astronomer (1905-1976).",
"Wilhelm","Moon",100.83,-43.21,-20.94,"Planetographic  +East  -180 - 180","Approved","1935","Wilhelm IV, Landgrave of Hesse; German astronomer (1532-1592).",
"Wilkins","Moon",59.44,-29.58,19.58,"Planetographic  +East  -180 - 180","Approved","1961","Hugh Percy; British selenographer (1896-1960).",
"Williams","Moon",36.36,42.02,37.31,"Planetographic  +East  -180 - 180","Approved","1935","Arthur Stanley; British astronomer (1861-1938).",
"Wilsing","Moon",66.8,-20.97,-155.05,"Planetographic  +East  -180 - 180","Approved","1970","Johannes; German astronomer (1856-1943).",
"Wilson","Moon",66.57,-69.33,-42.83,"Planetographic  +East  -180 - 180","Approved","1935","Alexander; Scottish astronomer (1714-1786); Charles Thomson Rees; Scottish physicist (1869-1959); Ralph Elmer; American astronomer (1886-1960).",
"Winkler","Moon",22.85,42.23,-178.81,"Planetographic  +East  -180 - 180","Approved","1970","Johannes; German rocketry scientist (1897-1947).",
"Winlock","Moon",63.93,35.4,-105.92,"Planetographic  +East  -180 - 180","Approved","1970","Joseph; American astronomer (1826-1875).",
"Winthrop","Moon",17.25,-10.76,-44.46,"Planetographic  +East  -180 - 180","Approved","1976","John; American astronomer (1714-1779).",
"Wöhler","Moon",28.07,-38.25,31.35,"Planetographic  +East  -180 - 180","Approved","1935","Friedrich; German chemist (1800-1882).",
"Wolf","Moon",25.74,-22.79,-16.63,"Planetographic  +East  -180 - 180","Approved","1935","Maxmilian Franz Joseph Cornelius; German astronomer (1863-1932).",
"Wollaston","Moon",9.64,30.6,-46.98,"Planetographic  +East  -180 - 180","Approved","1935","William Hyde; British chemist, physicist (1766-1828).",
"Woltjer","Moon",44.5,44.87,-159.83,"Planetographic  +East  -180 - 180","Approved","1970","Jan; Dutch astronomer (1891-1946).",
"Wood","Moon",84.15,43.66,-121.83,"Planetographic  +East  -180 - 180","Approved","1970","Robert Williams; American physicist (1868-1955).",
"Wright","Moon",40.16,-31.55,-86.74,"Planetographic  +East  -180 - 180","Approved","1964","Frederick Eugene; American petrologist and astronomer (1877-1953); Thomas; British philosopher (1711-1786); William Hammond; American astronomer (1871-1959).",
"Wróblewski","Moon",21.78,-24,152.8,"Planetographic  +East  -180 - 180","Approved","1976","Sigmund von; Polish physicist (1845-1888).",
"Wrottesley","Moon",58.38,-23.9,56.62,"Planetographic  +East  -180 - 180","Approved","1935","John, Baron Wrottesley; British astronomer (1798-1867).",
"Wurzelbauer","Moon",86.77,-34.04,-16.06,"Planetographic  +East  -180 - 180","Approved","1935","Johann Philipp von; German astronomer (1651-1725).",
"Wyld","Moon",103.4,-1.42,98.1,"Planetographic  +East  -180 - 180","Approved","1970","James Hart; American rocketry scientist (1913-1953).",
"Xenophanes","Moon",117.57,57.49,-82.01,"Planetographic  +East  -180 - 180","Approved","1935","Of Colophon; Greek philosopher (570(?)-478(?) B.C.).",
"Xenophon","Moon",25.5,-22.79,122.05,"Planetographic  +East  -180 - 180","Approved","1976","Greek natural philosopher, historian (c. 430-354 B.C.).",
"Yablochkov","Moon",101.49,60.78,127.58,"Planetographic  +East  -180 - 180","Approved","1970","Pavel Nikoaevich; Russian electrical engineer (1847-1894).",
"Yakovkin","Moon",35.92,-54.42,-78.93,"Planetographic  +East  -180 - 180","Approved","1985","A. A.; Soviet astronomer (1887-1974).",
"Yamamoto","Moon",77.46,58.16,161.87,"Planetographic  +East  -180 - 180","Approved","1970","Issei; Japanese astronomer (1889-1959). ",
"Yangel'","Moon",7.87,16.96,4.69,"Planetographic  +East  -180 - 180","Approved","1973","Mikhail Kuzmich; Soviet rocketry scientist (1911-1971).",
"Yerkes","Moon",34.94,14.6,51.7,"Planetographic  +East  -180 - 180","Approved","1935","Charles Tyson; American benefactor (1837-1905).",
"Yoshi","Moon",0.5,24.56,10.99,"Planetographic  +East  -180 - 180","Approved","1976","Japanese male name.",
"Young","Moon",71.44,-41.54,50.98,"Planetographic  +East  -180 - 180","Approved","1935","Thomas; British doctor, physicist (1773-1829).",
"Zach","Moon",68.54,-60.92,5.25,"Planetographic  +East  -180 - 180","Approved","1935","Franz Xaver, Freiherr von; Hungarian astronomer (1754-1832).",
"Zagut","Moon",78.92,-31.94,21.89,"Planetographic  +East  -180 - 180","Approved","1935","Abraham Ben Samuel; Spanish astronomer (c. 1450-c. 1522).",
"Zähringer","Moon",11.19,5.51,40.21,"Planetographic  +East  -180 - 180","Approved","1976","Josef; German physicist (1929-1970).",
"Zanstra","Moon",39.5,2.93,124.69,"Planetographic  +East  -180 - 180","Approved","1973","Herman; Dutch astronomer (1894-1972).",
"Zasyadko","Moon",10.27,3.96,94.19,"Planetographic  +East  -180 - 180","Approved","1976","Alexander Dmitrievich; Russian rocketry scientist, inventor (1779-1837).",
"Zeeman","Moon",186.56,-75.07,-135.06,"Planetographic  +East  -180 - 180","Approved","1970","Pieter; Dutch physicist; Nobel laureate (1865-1943).",
"Zelinskiy","Moon",53.95,-28.74,166.86,"Planetographic  +East  -180 - 180","Approved","1970","Nikolay Dimitrievich; Soviet chemist (1860-1953).",
"Zeno","Moon",66.78,45.15,72.98,"Planetographic  +East  -180 - 180","Approved","1935","Of Citium; Greek philosopher (c. 335-263 B.C.).",
"Zernike","Moon",50.68,18.34,168.4,"Planetographic  +East  -180 - 180","Approved","1970","Frits; Dutch physicist; Nobel laureate (1888-1966).",
"Zhang Yuzhe","Moon",38,-69.07,-137.82,"Planetographic  +East  -180 - 180","Approved","Aug 2, 2010","Chinese astronomer (1902-1986).",
"Zhinyu","Moon",3.8,-45.34,176.15,"Planetographic  +East  -180 - 180","Approved","Feb 4, 2019","Constellation name in the ancient Chinese star map, and the name of the fairy in the Chinese folk tale “The Cowherd and the Weaver Girl.”",
"Zhiritskiy","Moon",33.36,-24.84,120.26,"Planetographic  +East  -180 - 180","Approved","1970","Georgii Sergeevich; Soviet rocketry scientist (1893-1966).",
